#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
M   0.5000   600.0   2.87689978    0.0200   2.03037   1.90828   2869.73    227.17   2.8897627e+00   2.39600e+17   3.84232e+14   1.65480e+16   2.82961e+16
M   0.5000   600.0   2.87689978    0.0300   2.00585   1.88902   2642.70    185.79   2.8985771e+00   1.04678e+17   3.82179e+14   7.22959e+15   1.23622e+16
M   0.5000   600.0   2.87689978    0.0500   1.98582   1.87255   2425.32    150.81   2.9061824e+00   4.45553e+16   3.78127e+14   3.07721e+15   5.26185e+15
M   0.5000   600.0   2.87689978    0.1000   1.96630   1.85632   2224.80    118.63   2.9137417e+00   1.65759e+16   3.68195e+14   1.14481e+15   1.95757e+15
M   0.5000   600.0   2.87689978    0.2000   1.95100   1.84338   2061.06     96.23   2.9198195e+00   6.92096e+15   3.49084e+14   4.77996e+14   8.17346e+14
M   0.5000   600.0   2.87689978    0.5000   1.93502   1.82950   1877.00     73.56   2.9263840e+00   2.17873e+15   2.97558e+14   1.50474e+14   2.57302e+14
M   0.5000   600.0   2.87689978    1.0000   1.92517   1.82080   1769.46     61.46   2.9305211e+00   9.81975e+14   2.28333e+14   6.78200e+13   1.15968e+14
M   0.5000   600.0   2.87689978    2.0000   1.91651   1.81310   1666.89     50.50   2.9342016e+00   4.18664e+14   1.34186e+14   2.89150e+13   4.94431e+13
M   0.5000   600.0   2.87689978    5.0000   1.90665   1.80429   1550.27     38.08   2.9384355e+00   1.48110e+14   2.73785e+13   1.02292e+13   1.74913e+13
M   0.5000   600.0   2.87689978   10.0000   1.90019   1.79851   1477.00     29.67   2.9412196e+00   6.17808e+13   1.96292e+12   4.26688e+12   7.29614e+12
M   0.5000   600.0   2.87689978   20.0000   1.89572   1.79451   1427.07     21.95   2.9431523e+00   1.92726e+13   1.21718e+10   1.33106e+12   2.27605e+12
M   0.5000   600.0   2.87689978  7.07e+03   1.83755   1.73636   1370.00      0.00   2.9432400e+00   0.00000e+00   4.56488e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   3.66596142    0.0100   2.39275   2.21224   6563.86    962.84   2.8666500e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   3.66596142    0.0101   2.32159   2.16463   5412.79    739.26   2.8855381e+00   3.40439e+19   4.92212e+14   2.36726e+18   4.50367e+18
M   0.5000   600.0   3.66596142    0.0105   2.24434   2.10935   4326.61    526.20   2.9080159e+00   8.30317e+18   4.92106e+14   5.77365e+17   1.09843e+18
M   0.5000   600.0   3.66596142    0.0110   2.21111   2.08421   3908.48    443.46   2.9184275e+00   4.09129e+18   4.91975e+14   2.84490e+17   5.41237e+17
M   0.5000   600.0   3.66596142    0.0120   2.17952   2.05983   3542.61    370.72   2.9286488e+00   1.95247e+18   4.91711e+14   1.35766e+17   2.58292e+17
M   0.5000   600.0   3.66596142    0.0150   2.14144   2.02984   3139.89    290.20   2.9413887e+00   7.12549e+17   4.90925e+14   4.95475e+16   9.42631e+16
M   0.5000   600.0   3.66596142    0.0200   2.11560   2.00916   2888.53    239.66   2.9502820e+00   3.24920e+17   4.89617e+14   2.25935e+16   4.29836e+16
M   0.5000   600.0   3.66596142    0.0300   2.09257   1.99050   2673.16    196.88   2.9583840e+00   1.44792e+17   4.87000e+14   1.00682e+16   1.91545e+16
M   0.5000   600.0   3.66596142    0.0500   2.07312   1.97422   2449.92    160.19   2.9655212e+00   6.22893e+16   4.81834e+14   4.33132e+15   8.24025e+15
M   0.5000   600.0   3.66596142    0.1000   2.05389   1.95802   2242.74    126.02   2.9726786e+00   2.32845e+16   4.69182e+14   1.61910e+15   3.08031e+15
M   0.5000   600.0   3.66596142    0.2000   2.03901   1.94535   2077.37    101.74   2.9783209e+00   9.54826e+15   4.44831e+14   6.63943e+14   1.26314e+15
M   0.5000   600.0   3.66596142    0.5000   2.02339   1.93172   1888.61     77.45   2.9844206e+00   2.97025e+15   3.79204e+14   2.06538e+14   3.92934e+14
M   0.5000   600.0   3.66596142    1.0000   2.01396   1.92333   1776.71     64.38   2.9882031e+00   1.31460e+15   2.90861e+14   9.14111e+13   1.73908e+14
M   0.5000   600.0   3.66596142    2.0000   2.00557   1.91583   1677.58     53.36   2.9916018e+00   5.87954e+14   1.71015e+14   4.08837e+13   7.77805e+13
M   0.5000   600.0   3.66596142    5.0000   1.99573   1.90699   1559.62     40.41   2.9956163e+00   2.10109e+14   3.48503e+13   1.46100e+13   2.77953e+13
M   0.5000   600.0   3.66596142   10.0000   1.98962   1.90150   1479.43     30.81   2.9981241e+00   7.89473e+13   2.49949e+12   5.48964e+12   1.04439e+13
M   0.5000   600.0   3.66596142   20.0000   1.98558   1.89784   1429.17     22.60   2.9997844e+00   2.40319e+13   1.52367e+10   1.67107e+12   3.17918e+12
M   0.5000   600.0   3.66596142  8.68e+03   1.92768   1.83996   1375.02      0.00   2.9998000e+00   0.00000e+00   5.81691e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   4.67144294    0.0100   2.46040   2.30694   6563.86    993.65   2.9355000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   4.67144294    0.0101   2.39854   2.26344   5452.07    770.86   2.9520384e+00   4.37745e+19   6.27213e+14   3.06693e+18   6.04386e+18
M   0.5000   600.0   4.67144294    0.0105   2.32756   2.21085   4356.05    549.41   2.9724565e+00   1.07835e+19   6.27078e+14   7.55517e+17   1.48886e+18
M   0.5000   600.0   4.67144294    0.0110   2.29643   2.18693   3934.21    463.58   2.9819028e+00   5.35033e+18   6.26910e+14   3.74855e+17   7.38710e+17
M   0.5000   600.0   4.67144294    0.0120   2.26664   2.16359   3562.90    387.68   2.9912189e+00   2.56244e+18   6.26575e+14   1.79530e+17   3.53791e+17
M   0.5000   600.0   4.67144294    0.0150   2.23070   2.13474   3152.82    303.39   3.0028845e+00   9.36399e+17   6.25571e+14   6.56060e+16   1.29287e+17
M   0.5000   600.0   4.67144294    0.0200   2.20668   2.11488   2897.66    250.63   3.0109989e+00   4.28297e+17   6.23906e+14   3.00074e+16   5.91342e+16
M   0.5000   600.0   4.67144294    0.0300   2.18514   2.09689   2682.97    206.06   3.0184249e+00   1.92397e+17   6.20593e+14   1.34798e+16   2.65640e+16
M   0.5000   600.0   4.67144294    0.0500   2.16669   2.08102   2463.12    167.94   3.0250178e+00   8.31749e+16   6.13986e+14   5.82740e+15   1.14838e+16
M   0.5000   600.0   4.67144294    0.1000   2.14847   2.06519   2250.89    132.16   3.0316516e+00   3.11893e+16   5.97859e+14   2.18519e+15   4.30625e+15
M   0.5000   600.0   4.67144294    0.2000   2.13433   2.05280   2087.16    106.63   3.0368821e+00   1.27868e+16   5.66832e+14   8.95871e+14   1.76545e+15
M   0.5000   600.0   4.67144294    0.5000   2.11936   2.03939   1897.34     81.14   3.0425737e+00   3.99178e+15   4.83055e+14   2.79672e+14   5.51138e+14
M   0.5000   600.0   4.67144294    1.0000   2.11024   2.03109   1785.09     67.49   3.0461202e+00   1.77872e+15   3.70430e+14   1.24621e+14   2.45585e+14
M   0.5000   600.0   4.67144294    2.0000   2.10223   2.02373   1683.58     55.77   3.0492685e+00   7.87170e+14   2.17878e+14   5.51508e+13   1.08683e+14
M   0.5000   600.0   4.67144294    5.0000   2.09281   2.01505   1565.45     42.30   3.0530056e+00   2.81962e+14   4.43759e+13   1.97548e+13   3.89300e+13
M   0.5000   600.0   4.67144294   10.0000   2.08685   2.00954   1485.43     32.34   3.0553752e+00   1.06618e+14   3.17334e+12   7.46991e+12   1.47206e+13
M   0.5000   600.0   4.67144294   20.0000   2.08283   2.00584   1434.45     23.89   3.0569802e+00   3.34181e+13   2.03106e+10   2.34134e+12   4.61397e+12
M   0.5000   600.0   4.67144294  1.08e+04   2.02569   1.94871   1379.69      0.00   3.0570400e+00   0.00000e+00   7.41234e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   5.95270288    0.0100   2.54084   2.41065   6563.86   1024.58   3.0025700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   5.95270288    0.0101   2.48619   2.37039   5491.71    803.23   3.0171986e+00   5.59626e+19   7.99242e+14   3.93653e+18   8.46974e+18
M   0.5000   600.0   5.95270288    0.0105   2.42136   2.32041   4400.71    576.34   3.0357068e+00   1.42235e+19   7.99068e+14   1.00051e+18   2.15267e+18
M   0.5000   600.0   5.95270288    0.0110   2.39235   2.29732   3973.22    486.88   3.0443980e+00   7.10341e+18   7.98854e+14   4.99670e+17   1.07508e+18
M   0.5000   600.0   5.95270288    0.0120   2.36454   2.27477   3597.05    407.85   3.0529631e+00   3.43052e+18   7.98428e+14   2.41311e+17   5.19197e+17
M   0.5000   600.0   5.95270288    0.0150   2.33047   2.24668   3178.61    319.51   3.0637545e+00   1.26132e+18   7.97152e+14   8.87238e+16   1.90896e+17
M   0.5000   600.0   5.95270288    0.0200   2.30718   2.22718   2916.75    263.96   3.0713253e+00   5.77758e+17   7.95028e+14   4.06408e+16   8.74416e+16
M   0.5000   600.0   5.95270288    0.0300   2.28626   2.20950   2696.55    217.07   3.0782469e+00   2.60081e+17   7.90803e+14   1.82947e+16   3.93624e+16
M   0.5000   600.0   5.95270288    0.0500   2.26808   2.19380   2484.29    177.27   3.0844377e+00   1.13504e+17   7.82382e+14   7.98412e+15   1.71784e+16
M   0.5000   600.0   5.95270288    0.1000   2.25015   2.17806   2265.06    139.54   3.0906999e+00   4.26629e+16   7.61822e+14   3.00100e+15   6.45687e+15
M   0.5000   600.0   5.95270288    0.2000   2.23629   2.16583   2094.92    111.45   3.0955862e+00   1.68242e+16   7.22215e+14   1.18345e+15   2.54628e+15
M   0.5000   600.0   5.95270288    0.5000   2.22212   2.15304   1909.80     85.59   3.1007370e+00   5.48650e+15   6.15805e+14   3.85932e+14   8.30362e+14
M   0.5000   600.0   5.95270288    1.0000   2.21315   2.14470   1797.38     71.27   3.1041042e+00   2.47477e+15   4.72267e+14   1.74081e+14   3.74547e+14
M   0.5000   600.0   5.95270288    2.0000   2.20536   2.13742   1689.57     58.32   3.1070552e+00   1.04903e+15   2.77626e+14   7.37911e+13   1.58767e+14
M   0.5000   600.0   5.95270288    5.0000   2.19655   2.12915   1564.13     43.46   3.1104272e+00   3.46275e+14   5.63284e+13   2.43578e+13   5.24075e+13
M   0.5000   600.0   5.95270288   10.0000   2.19112   2.12403   1493.93     34.36   3.1125140e+00   1.50658e+14   4.14034e+12   1.05976e+13   2.28016e+13
M   0.5000   600.0   5.95270288   20.0000   2.18681   2.11997   1439.02     25.27   3.1141784e+00   4.63807e+13   2.33292e+10   3.26253e+12   7.01956e+12
M   0.5000   600.0   5.95270288  1.34e+04   2.12910   2.06227   1383.97      0.00   3.1142400e+00   0.00000e+00   9.44536e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   7.58538038    0.0100   2.63020   2.51847   6563.86   1055.84   3.0698300e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   7.58538038    0.0101   2.58035   2.48101   5511.66    832.35   3.0828387e+00   6.95622e+19   1.01845e+15   4.89481e+18   1.19051e+19
M   0.5000   600.0   7.58538038    0.0105   2.52070   2.43424   4430.81    601.24   3.0993772e+00   1.82402e+19   1.01823e+15   1.28349e+18   3.12167e+18
M   0.5000   600.0   7.58538038    0.0110   2.49374   2.41214   3997.28    507.91   3.1072955e+00   9.12558e+18   1.01796e+15   6.42130e+17   1.56178e+18
M   0.5000   600.0   7.58538038    0.0120   2.46770   2.39043   3613.72    425.05   3.1151464e+00   4.39705e+18   1.01742e+15   3.09402e+17   7.52523e+17
M   0.5000   600.0   7.58538038    0.0150   2.43587   2.36347   3189.17    332.93   3.1249996e+00   1.61917e+18   1.01579e+15   1.13934e+17   2.77108e+17
M   0.5000   600.0   7.58538038    0.0200   2.41407   2.34475   2923.73    275.10   3.1319050e+00   7.43289e+17   1.01308e+15   5.23022e+16   1.27209e+17
M   0.5000   600.0   7.58538038    0.0300   2.39442   2.32774   2700.22    226.22   3.1382299e+00   3.35070e+17   1.00770e+15   2.35775e+16   5.73448e+16
M   0.5000   600.0   7.58538038    0.0500   2.37718   2.31257   2496.10    185.17   3.1439136e+00   1.47757e+17   9.96972e+14   1.03970e+16   2.52875e+16
M   0.5000   600.0   7.58538038    0.1000   2.36005   2.29716   2273.59    146.07   3.1497157e+00   5.60844e+16   9.70764e+14   3.94643e+15   9.59844e+15
M   0.5000   600.0   7.58538038    0.2000   2.34666   2.28508   2108.92    117.44   3.1542968e+00   2.27720e+16   9.20439e+14   1.60237e+15   3.89727e+15
M   0.5000   600.0   7.58538038    0.5000   2.33262   2.27218   1919.12     89.72   3.1592136e+00   7.29467e+15   7.84613e+14   5.13296e+14   1.24843e+15
M   0.5000   600.0   7.58538038    1.0000   2.32392   2.26407   1800.46     74.08   3.1623229e+00   3.17620e+15   6.01642e+14   2.23496e+14   5.43583e+14
M   0.5000   600.0   7.58538038    2.0000   2.31635   2.25698   1694.31     60.83   3.1650488e+00   1.37206e+15   3.53585e+14   9.65460e+13   2.34818e+14
M   0.5000   600.0   7.58538038    5.0000   2.30760   2.24872   1572.95     45.92   3.1682277e+00   4.79133e+14   7.18044e+13   3.37146e+13   8.20001e+13
M   0.5000   600.0   7.58538038   10.0000   2.30212   2.24355   1497.20     35.82   3.1702231e+00   1.95458e+14   5.22683e+12   1.37536e+13   3.34512e+13
M   0.5000   600.0   7.58538038   20.0000   2.29792   2.23959   1442.52     26.60   3.1717651e+00   6.28949e+13   2.93063e+10   4.42566e+12   1.07640e+13
M   0.5000   600.0   7.58538038  1.68e+04   2.23931   2.18098   1388.10      0.00   3.1718100e+00   0.00000e+00   1.20360e+10   0.00000e+00   0.00000e+00

M   0.5000   600.0   9.66586048    0.0100   2.73286   2.63712   6563.86   1087.00   3.1351000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   9.66586048    0.0101   2.69004   2.60371   5592.43    874.84   3.1461789e+00   9.25428e+19   1.29779e+15   6.53845e+18   1.69883e+19
M   0.5000   600.0   9.66586048    0.0105   2.63445   2.55873   4507.24    636.49   3.1613174e+00   2.50520e+19   1.29751e+15   1.77001e+18   4.59886e+18
M   0.5000   600.0   9.66586048    0.0110   2.60859   2.53724   4066.27    539.12   3.1686384e+00   1.26844e+19   1.29716e+15   8.96197e+17   2.32851e+18
M   0.5000   600.0   9.66586048    0.0120   2.58342   2.51599   3673.75    452.16   3.1759472e+00   6.17376e+18   1.29647e+15   4.36196e+17   1.13333e+18
M   0.5000   600.0   9.66586048    0.0150   2.55227   2.48931   3235.10    354.58   3.1852096e+00   2.28712e+18   1.29440e+15   1.61593e+17   4.19853e+17
M   0.5000   600.0   9.66586048    0.0200   2.53081   2.47068   2960.03    293.15   3.1917290e+00   1.05313e+18   1.29094e+15   7.44070e+16   1.93326e+17
M   0.5000   600.0   9.66586048    0.0300   2.51140   2.45370   2728.35    241.23   3.1977195e+00   4.76388e+17   1.28408e+15   3.36584e+16   8.74517e+16
M   0.5000   600.0   9.66586048    0.0500   2.49429   2.43850   2531.78    197.63   3.2031183e+00   2.11046e+17   1.27041e+15   1.49111e+16   3.87422e+16
M   0.5000   600.0   9.66586048    0.1000   2.47738   2.42300   2299.75    156.00   3.2086566e+00   8.04439e+16   1.23700e+15   5.68362e+15   1.47673e+16
M   0.5000   600.0   9.66586048    0.2000   2.46410   2.41079   2128.65    125.23   3.2130420e+00   3.26150e+16   1.17293e+15   2.30435e+15   5.98721e+15
M   0.5000   600.0   9.66586048    0.5000   2.45027   2.39791   1936.79     95.38   3.2176981e+00   1.03629e+16   9.99749e+14   7.32173e+14   1.90234e+15
M   0.5000   600.0   9.66586048    1.0000   2.44163   2.38974   1816.41     78.69   3.2206665e+00   4.52705e+15   7.66122e+14   3.19851e+14   8.31041e+14
M   0.5000   600.0   9.66586048    2.0000   2.43419   2.38266   1706.73     64.47   3.2232356e+00   1.94556e+15   4.50306e+14   1.37460e+14   3.57150e+14
M   0.5000   600.0   9.66586048    5.0000   2.42561   2.37448   1586.66     49.23   3.2262264e+00   7.09115e+14   9.19574e+13   5.01013e+13   1.30174e+14
M   0.5000   600.0   9.66586048   10.0000   2.41978   2.36889   1509.69     38.86   3.2282724e+00   3.00184e+14   6.47620e+12   2.12089e+13   5.51054e+13
M   0.5000   600.0   9.66586048   20.0000   2.41563   2.36491   1448.29     28.77   3.2297345e+00   9.49492e+13   3.59781e+10   6.70847e+12   1.74300e+13
M   0.5000   600.0   9.66586048  2.13e+04   2.35506   2.30435   1391.75      0.00   3.2298200e+00   0.00000e+00   1.53372e+10   0.00000e+00   0.00000e+00

M   0.5000   600.0  12.31696422    0.0100   2.84270   2.76127   6563.86   1119.08   3.2004100e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0  12.31696422    0.0101   2.80528   2.73108   5653.98    914.77   3.2099590e+00   1.18433e+20   1.65374e+15   8.30200e+18   2.59183e+19
M   0.5000   600.0  12.31696422    0.0105   2.75353   2.68802   4569.63    670.08   3.2237578e+00   3.30443e+19   1.65339e+15   2.31637e+18   7.23154e+18
M   0.5000   600.0  12.31696422    0.0110   2.72897   2.66709   4120.75    568.31   3.2305486e+00   1.68386e+19   1.65295e+15   1.18037e+18   3.68502e+18
M   0.5000   600.0  12.31696422    0.0120   2.70471   2.64614   3716.51    476.38   3.2373991e+00   8.18600e+18   1.65206e+15   5.73830e+17   1.79146e+18
M   0.5000   600.0  12.31696422    0.0150   2.67480   2.61995   3267.73    373.95   3.2460446e+00   3.04914e+18   1.64941e+15   2.13741e+17   6.67285e+17
M   0.5000   600.0  12.31696422    0.0200   2.65406   2.60158   2985.55    309.31   3.2521548e+00   1.40808e+18   1.64501e+15   9.87050e+16   3.08150e+17
M   0.5000   600.0  12.31696422    0.0300   2.63526   2.58480   2747.88    254.71   3.2577768e+00   6.39259e+17   1.63627e+15   4.48114e+16   1.39898e+17
M   0.5000   600.0  12.31696422    0.0500   2.61847   2.56972   2548.53    208.77   3.2628563e+00   2.84950e+17   1.61894e+15   1.99747e+16   6.23597e+16
M   0.5000   600.0  12.31696422    0.1000   2.60173   2.55434   2316.93    164.54   3.2680622e+00   1.07730e+17   1.57624e+15   7.55178e+15   2.35761e+16
M   0.5000   600.0  12.31696422    0.2000   2.58869   2.54228   2139.48    131.98   3.2721762e+00   4.36156e+16   1.49457e+15   3.05741e+15   9.54501e+15
M   0.5000   600.0  12.31696422    0.5000   2.57487   2.52935   1955.85    101.50   3.2766077e+00   1.45115e+16   1.27416e+15   1.01724e+15   3.17575e+15
M   0.5000   600.0  12.31696422    1.0000   2.56624   2.52118   1825.67     82.68   3.2794196e+00   6.02824e+15   9.76544e+14   4.22573e+14   1.31924e+15
M   0.5000   600.0  12.31696422    2.0000   2.55873   2.51401   1722.42     68.70   3.2818948e+00   2.77410e+15   5.74115e+14   1.94462e+14   6.07096e+14
M   0.5000   600.0  12.31696422    5.0000   2.54975   2.50541   1597.19     52.26   3.2848665e+00   9.83622e+14   1.16893e+14   6.89509e+13   2.15260e+14
M   0.5000   600.0  12.31696422   10.0000   2.54401   2.49990   1513.71     40.73   3.2867764e+00   3.90847e+14   8.32175e+12   2.73980e+13   8.55345e+13
M   0.5000   600.0  12.31696422   20.0000   2.53985   2.49592   1455.45     31.04   3.2881660e+00   1.35681e+14   4.77986e+10   9.51112e+12   2.96930e+13
M   0.5000   600.0  12.31696422  2.74e+04   2.47690   2.43297   1395.32      0.00   3.2882400e+00   0.00000e+00   1.95438e+10   0.00000e+00   0.00000e+00

M   0.5000   600.0  15.69519941    0.0100   2.96234   2.89207   6563.86   1151.14   3.2654700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0  15.69519941    0.0101   2.92838   2.86420   5695.50    951.01   3.2738792e+00   1.52250e+20   2.10732e+15   1.06720e+19   3.31895e+19
M   0.5000   600.0  15.69519941    0.0105   2.87956   2.82297   4617.16    701.35   3.2864780e+00   4.37646e+19   2.10687e+15   3.06770e+18   9.54039e+18
M   0.5000   600.0  15.69519941    0.0110   2.85606   2.80270   4164.55    596.09   3.2927358e+00   2.25181e+19   2.10630e+15   1.57841e+18   4.90879e+18
M   0.5000   600.0  15.69519941    0.0120   2.83277   2.78234   3755.69    500.74   3.2990692e+00   1.10546e+19   2.10518e+15   7.74877e+17   2.40983e+18
M   0.5000   600.0  15.69519941    0.0150   2.80387   2.75657   3296.47    393.20   3.3071497e+00   4.12800e+18   2.10181e+15   2.89354e+17   8.99877e+17
M   0.5000   600.0  15.69519941    0.0200   2.78378   2.73846   3007.71    325.36   3.3128777e+00   1.91078e+18   2.09620e+15   1.33937e+17   4.16538e+17
M   0.5000   600.0  15.69519941    0.0300   2.76551   2.72186   2764.23    268.00   3.3181570e+00   8.69234e+17   2.08505e+15   6.09293e+16   1.89487e+17
M   0.5000   600.0  15.69519941    0.0500   2.74915   2.70693   2560.01    219.75   3.3229354e+00   3.88450e+17   2.06296e+15   2.72285e+16   8.46794e+16
M   0.5000   600.0  15.69519941    0.1000   2.73257   2.69152   2339.97    174.49   3.3278950e+00   1.51448e+17   2.00859e+15   1.06158e+16   3.30147e+16
M   0.5000   600.0  15.69519941    0.2000   2.71926   2.67900   2159.97    140.80   3.3319441e+00   6.29351e+16   1.90445e+15   4.41146e+15   1.37194e+16
M   0.5000   600.0  15.69519941    0.5000   2.70525   2.66578   1958.97    105.54   3.3362423e+00   1.88734e+16   1.62305e+15   1.32293e+15   4.11427e+15
